source,label,corpus,role,alpha,score,correction,n_points,n_patients,prevalence,n_positive,coverage_mean,coverage_sd,coverage_diagnosis_mean,coverage_diagnosis_sd,coverage_no_diagnosis_mean,coverage_no_diagnosis_sd,mean_set_size_mean,mean_set_size_sd,threshold_no_diagnosis_mean,threshold_diagnosis_mean,threshold_diagnosis_n_infinite,n_draws_target_prior_unidentified,calibration_n_mean,calibration_effective_size_mean,n_draws
cpsc,AF,ptbxl,away,0.05,lac,weighted,8000,6937,0.06875,550,0.9457,0.0049,0.4184,0.0469,0.9847,0.0019,0.9679,0.008,0.34787,0.34008,0,0,1000.0,931.1,200
cpsc,AF,sph,away,0.05,lac,weighted,8000,7671,0.027,216,0.9729,0.0041,0.3028,0.0925,0.9915,0.0017,0.9788,0.0727,0.13382,0.12604,1,1,1000.0,870.6,200
cpsc,AF,chapman_ningbo,away,0.05,lac,weighted,7983,7983,0.04021,321,0.9157,0.0107,0.8662,0.03,0.9178,0.0099,1.0953,0.0225,0.67711,0.67916,0,0,1000.0,978.2,200
cpsc,AF,georgia,away,0.05,lac,weighted,4115,4115,0.05225,215,0.9396,0.0052,0.4457,0.0384,0.9668,0.0034,0.9712,0.0084,0.36608,0.35966,0,0,1000.0,936.2,200
cpsc,AF,cpsc,home,0.05,lac,weighted,4124,4124,0.13312,549,0.9529,0.0057,0.721,0.0319,0.9885,0.0018,1.0195,0.0121,0.57036,0.56929,0,0,1000.0,996.3,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.05,aps,none,2000,2000,0.149,298,0.9495,0.0107,0.8843,0.0265,0.961,0.0096,1.1102,0.0182,0.9583,0.9583,0,0,1000.0,1000.0,200
cpsc,AF,ptbxl,away,0.05,aps,none,8000,6937,0.06875,550,0.9606,0.0071,0.8876,0.0144,0.966,0.0067,1.0697,0.015,0.9583,0.9583,0,0,1000.0,1000.0,200
cpsc,AF,sph,away,0.05,aps,none,8000,7671,0.027,216,0.9614,0.0071,0.9688,0.012,0.9612,0.0071,0.9908,0.0091,0.9583,0.9583,0,0,1000.0,1000.0,200
cpsc,AF,chapman_ningbo,away,0.05,aps,none,7983,7983,0.04021,321,0.9413,0.0098,0.9471,0.0133,0.941,0.0099,1.1968,0.0192,0.9583,0.9583,0,0,1000.0,1000.0,200
cpsc,AF,georgia,away,0.05,aps,none,4115,4115,0.05225,215,0.9547,0.0075,0.8411,0.0182,0.961,0.0073,1.0797,0.0157,0.9583,0.9583,0,0,1000.0,1000.0,200
cpsc,AF,cpsc,home,0.05,aps,none,4124,4124,0.13312,549,0.9543,0.0078,0.9034,0.0117,0.9621,0.0078,1.0998,0.0156,0.9583,0.9583,0,0,1000.0,1000.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.05,aps,mondrian,2000,2000,0.149,298,0.9511,0.0102,0.9542,0.0238,0.9505,0.0111,1.232,0.0847,0.94762,0.99292,0,0,1000.0,1000.0,200
cpsc,AF,ptbxl,away,0.05,aps,mondrian,8000,6937,0.06875,550,0.9566,0.0075,0.9675,0.0173,0.9557,0.008,1.2607,0.1136,0.94762,0.99292,0,0,1000.0,1000.0,200
cpsc,AF,sph,away,0.05,aps,mondrian,8000,7671,0.027,216,0.9517,0.008,0.9908,0.0057,0.9506,0.0082,1.055,0.0672,0.94762,0.99292,0,0,1000.0,1000.0,200
cpsc,AF,chapman_ningbo,away,0.05,aps,mondrian,7983,7983,0.04021,321,0.9288,0.0107,0.9912,0.0077,0.9261,0.0111,1.3419,0.0881,0.94762,0.99292,0,0,1000.0,1000.0,200
cpsc,AF,georgia,away,0.05,aps,mondrian,4115,4115,0.05225,215,0.9489,0.0085,0.9232,0.0229,0.9503,0.0088,1.2518,0.0967,0.94762,0.99292,0,0,1000.0,1000.0,200
cpsc,AF,cpsc,home,0.05,aps,mondrian,4124,4124,0.13312,549,0.9534,0.0079,0.9658,0.0149,0.9515,0.0088,1.2216,0.0879,0.94762,0.99292,0,0,1000.0,1000.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.05,aps,weighted,2000,2000,0.149,298,0.9502,0.0108,0.885,0.0269,0.9617,0.0097,1.1118,0.0192,0.95904,0.95907,0,0,1000.0,995.8,200
cpsc,AF,ptbxl,away,0.05,aps,weighted,8000,6937,0.06875,550,0.9536,0.0076,0.8747,0.0156,0.9594,0.0073,1.0546,0.0143,0.95144,0.95069,0,0,1000.0,931.1,200
cpsc,AF,sph,away,0.05,aps,weighted,8000,7671,0.027,216,0.9519,0.0086,0.9614,0.0137,0.9516,0.0086,0.9832,0.0729,0.94844,0.9475,1,1,1000.0,870.6,200
cpsc,AF,chapman_ningbo,away,0.05,aps,weighted,7983,7983,0.04021,321,0.947,0.0101,0.9531,0.0135,0.9468,0.0101,1.2094,0.0209,0.96237,0.96276,0,0,1000.0,978.2,200
cpsc,AF,georgia,away,0.05,aps,weighted,4115,4115,0.05225,215,0.9481,0.0079,0.8297,0.0181,0.9546,0.0078,1.065,0.0144,0.95182,0.95109,0,0,1000.0,936.2,200
cpsc,AF,cpsc,home,0.05,aps,weighted,4124,4124,0.13312,549,0.9533,0.0079,0.9022,0.0119,0.9612,0.0079,1.0977,0.0156,0.95741,0.95729,0,0,1000.0,996.3,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.2,lac,none,2000,2000,0.029,58,0.8008,0.0189,0.1622,0.0474,0.8199,0.0187,0.8055,0.0186,0.01007,0.01007,0,0,1000.0,1000.0,200
cpsc,LBBB,ptbxl,away,0.2,lac,none,8000,6937,0.027,216,0.7119,0.0113,0.3378,0.0093,0.7223,0.0113,0.7129,0.0113,0.01007,0.01007,0,0,1000.0,1000.0,200
cpsc,LBBB,sph,away,0.2,lac,none,8000,7671,0.00287,23,0.9313,0.0051,0.2426,0.0396,0.9333,0.0051,0.9316,0.0051,0.01007,0.01007,0,0,1000.0,1000.0,200
cpsc,LBBB,chapman_ningbo,away,0.2,lac,none,7983,7983,0.01015,81,0.8474,0.0084,0.0988,0.0,0.8551,0.0085,0.8493,0.0084,0.01007,0.01007,0,0,1000.0,1000.0,200
cpsc,LBBB,georgia,away,0.2,lac,none,4115,4115,0.02187,90,0.7327,0.0124,0.1339,0.0101,0.7461,0.0124,0.7335,0.0124,0.01007,0.01007,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc,home,0.2,lac,none,4124,4124,0.0274,113,0.8118,0.0091,0.1396,0.0053,0.8308,0.0093,0.8133,0.0093,0.01007,0.01007,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.2,lac,mondrian,2000,2000,0.029,58,0.8014,0.0185,0.8257,0.097,0.8007,0.0188,0.9393,0.0624,0.00896,0.97352,0,0,1000.0,1000.0,200
cpsc,LBBB,ptbxl,away,0.2,lac,mondrian,8000,6937,0.027,216,0.7082,0.0097,0.9858,0.01,0.7005,0.0099,0.9252,0.0785,0.00896,0.97352,0,0,1000.0,1000.0,200
cpsc,LBBB,sph,away,0.2,lac,mondrian,8000,7671,0.00287,23,0.9234,0.0047,1.0,0.0,0.9232,0.0047,0.9711,0.0287,0.00896,0.97352,0,0,1000.0,1000.0,200
cpsc,LBBB,chapman_ningbo,away,0.2,lac,mondrian,7983,7983,0.01015,81,0.8397,0.0065,0.8346,0.0343,0.8397,0.0066,0.9522,0.0479,0.00896,0.97352,0,0,1000.0,1000.0,200
cpsc,LBBB,georgia,away,0.2,lac,mondrian,4115,4115,0.02187,90,0.7286,0.0085,0.9398,0.0314,0.7238,0.0087,0.9255,0.0743,0.00896,0.97352,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc,home,0.2,lac,mondrian,4124,4124,0.0274,113,0.8165,0.0075,0.9248,0.0367,0.8135,0.0077,0.9407,0.0591,0.00896,0.97352,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.2,lac,weighted,2000,2000,0.029,58,0.8015,0.0191,0.1638,0.049,0.8206,0.0194,0.8063,0.0188,0.01014,0.01014,0,0,1000.0,994.0,200
cpsc,LBBB,ptbxl,away,0.2,lac,weighted,8000,6937,0.027,216,0.7451,0.0141,0.3595,0.0123,0.7558,0.0142,0.7461,0.0141,0.01237,0.0125,0,0,1000.0,941.3,200
cpsc,LBBB,sph,away,0.2,lac,weighted,8000,7671,0.00287,23,0.9988,0.0098,0.9883,0.0954,0.9988,0.0096,1.9838,0.1317,0.00876,0.00876,197,197,1000.0,975.9,200
cpsc,LBBB,chapman_ningbo,away,0.2,lac,weighted,7983,7983,0.01015,81,0.8383,0.0072,0.0988,0.0,0.8459,0.0073,0.8402,0.0072,0.00938,0.00935,0,0,1000.0,989.4,200
cpsc,LBBB,georgia,away,0.2,lac,weighted,4115,4115,0.02187,90,0.7416,0.0128,0.1421,0.013,0.755,0.0128,0.7423,0.0128,0.01057,0.01058,0,0,1000.0,994.6,200
cpsc,LBBB,cpsc,home,0.2,lac,weighted,4124,4124,0.0274,113,0.8132,0.0094,0.1401,0.0048,0.8322,0.0096,0.8147,0.0096,0.01017,0.01018,0,0,1000.0,998.3,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.2,aps,none,2000,2000,0.029,58,0.801,0.0195,0.5357,0.0777,0.809,0.0193,0.8236,0.0191,0.80703,0.80703,0,0,1000.0,1000.0,200
cpsc,LBBB,ptbxl,away,0.2,aps,none,8000,6937,0.027,216,0.8085,0.0128,0.8107,0.0261,0.8084,0.0129,0.8408,0.0139,0.80703,0.80703,0,0,1000.0,1000.0,200
cpsc,LBBB,sph,away,0.2,aps,none,8000,7671,0.00287,23,0.8097,0.0128,0.862,0.0723,0.8095,0.0128,0.8113,0.0129,0.80703,0.80703,0,0,1000.0,1000.0,200
cpsc,LBBB,chapman_ningbo,away,0.2,aps,none,7983,7983,0.01015,81,0.8065,0.0129,0.6194,0.0326,0.8084,0.013,0.8224,0.0134,0.80703,0.80703,0,0,1000.0,1000.0,200
cpsc,LBBB,georgia,away,0.2,aps,none,4115,4115,0.02187,90,0.8093,0.0125,0.6961,0.0319,0.8118,0.0125,0.8371,0.0135,0.80703,0.80703,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc,home,0.2,aps,none,4124,4124,0.0274,113,0.8069,0.0133,0.6871,0.0325,0.8103,0.0134,0.8225,0.0138,0.80703,0.80703,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.2,aps,mondrian,2000,2000,0.029,58,0.8022,0.0195,0.8236,0.1026,0.8016,0.0196,0.9625,0.0781,0.79974,0.99004,0,0,1000.0,1000.0,200
cpsc,LBBB,ptbxl,away,0.2,aps,mondrian,8000,6937,0.027,216,0.806,0.0129,0.9797,0.0143,0.8012,0.0133,1.0368,0.0909,0.79974,0.99004,0,0,1000.0,1000.0,200
cpsc,LBBB,sph,away,0.2,aps,mondrian,8000,7671,0.00287,23,0.8027,0.0131,0.998,0.009,0.8021,0.0131,0.8638,0.0442,0.79974,0.99004,0,0,1000.0,1000.0,200
cpsc,LBBB,chapman_ningbo,away,0.2,aps,mondrian,7983,7983,0.01015,81,0.8014,0.0132,0.8328,0.0484,0.8011,0.0134,0.9317,0.0667,0.79974,0.99004,0,0,1000.0,1000.0,200
cpsc,LBBB,georgia,away,0.2,aps,mondrian,4115,4115,0.02187,90,0.8073,0.0129,0.9338,0.035,0.8045,0.0131,1.0254,0.0907,0.79974,0.99004,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc,home,0.2,aps,mondrian,4124,4124,0.0274,113,0.806,0.0137,0.9172,0.0394,0.8029,0.014,0.9525,0.0755,0.79974,0.99004,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.2,aps,weighted,2000,2000,0.029,58,0.8021,0.0197,0.5355,0.0792,0.8101,0.0193,0.8247,0.0195,0.80805,0.80817,0,0,1000.0,994.0,200
cpsc,LBBB,ptbxl,away,0.2,aps,weighted,8000,6937,0.027,216,0.8208,0.0151,0.8228,0.0263,0.8207,0.0152,0.8545,0.0165,0.81916,0.82037,0,0,1000.0,941.3,200
cpsc,LBBB,sph,away,0.2,aps,weighted,8000,7671,0.00287,23,0.997,0.0246,0.9978,0.0178,0.997,0.0246,1.982,0.1463,0.79538,0.795,197,197,1000.0,975.9,200
cpsc,LBBB,chapman_ningbo,away,0.2,aps,weighted,7983,7983,0.01015,81,0.8025,0.0131,0.6159,0.0324,0.8044,0.0131,0.8183,0.0135,0.80298,0.80256,0,0,1000.0,989.4,200
cpsc,LBBB,georgia,away,0.2,aps,weighted,4115,4115,0.02187,90,0.8127,0.013,0.6983,0.0311,0.8153,0.013,0.8408,0.014,0.81044,0.81066,0,0,1000.0,994.6,200
cpsc,LBBB,cpsc,home,0.2,aps,weighted,4124,4124,0.0274,113,0.8079,0.0132,0.6885,0.0318,0.8112,0.0134,0.8235,0.0138,0.80797,0.80803,0,0,1000.0,998.3,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.1,lac,none,2000,2000,0.029,58,0.9005,0.0142,0.2745,0.0679,0.9193,0.0133,0.9084,0.0141,0.02488,0.02488,0,0,1000.0,1000.0,200
cpsc,LBBB,ptbxl,away,0.1,lac,none,8000,6937,0.027,216,0.8348,0.0091,0.4655,0.0205,0.845,0.0089,0.8363,0.0093,0.02488,0.02488,0,0,1000.0,1000.0,200
cpsc,LBBB,sph,away,0.1,lac,none,8000,7671,0.00287,23,0.977,0.0019,0.4439,0.0435,0.9785,0.0018,0.9772,0.0019,0.02488,0.02488,0,0,1000.0,1000.0,200
cpsc,LBBB,chapman_ningbo,away,0.1,lac,none,7983,7983,0.01015,81,0.9233,0.0043,0.183,0.0146,0.9309,0.0042,0.9259,0.0043,0.02488,0.02488,0,0,1000.0,1000.0,200
cpsc,LBBB,georgia,away,0.1,lac,none,4115,4115,0.02187,90,0.847,0.0086,0.2455,0.0134,0.8605,0.0085,0.8488,0.0087,0.02488,0.02488,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc,home,0.1,lac,none,4124,4124,0.0274,113,0.9124,0.0052,0.2738,0.0102,0.9304,0.0051,0.916,0.0054,0.02488,0.02488,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.1,lac,mondrian,2000,2000,0.029,58,0.9011,0.0152,0.9165,0.0729,0.9007,0.0154,1.1654,0.0573,0.02013,0.99302,0,0,1000.0,1000.0,200
cpsc,LBBB,ptbxl,away,0.1,lac,mondrian,8000,6937,0.027,216,0.8265,0.0096,0.9904,0.0025,0.822,0.0098,1.1931,0.0599,0.02013,0.99302,0,0,1000.0,1000.0,200
cpsc,LBBB,sph,away,0.1,lac,mondrian,8000,7671,0.00287,23,0.973,0.0032,1.0,0.0,0.9729,0.0032,1.0908,0.0328,0.02013,0.99302,0,0,1000.0,1000.0,200
cpsc,LBBB,chapman_ningbo,away,0.1,lac,mondrian,7983,7983,0.01015,81,0.9189,0.0055,0.8917,0.0373,0.9192,0.0055,1.1386,0.0492,0.02013,0.99302,0,0,1000.0,1000.0,200
cpsc,LBBB,georgia,away,0.1,lac,mondrian,4115,4115,0.02187,90,0.8416,0.0086,0.9676,0.0095,0.8388,0.0088,1.1887,0.063,0.02013,0.99302,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc,home,0.1,lac,mondrian,4124,4124,0.0274,113,0.9159,0.0073,0.9734,0.0167,0.9143,0.0075,1.1692,0.0546,0.02013,0.99302,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.1,lac,weighted,2000,2000,0.029,58,0.9013,0.0146,0.2781,0.0781,0.92,0.0139,0.9093,0.0146,0.02561,0.02565,0,0,1000.0,994.0,200
cpsc,LBBB,ptbxl,away,0.1,lac,weighted,8000,6937,0.027,216,0.8753,0.0165,0.5696,0.0416,0.8838,0.0158,0.8778,0.0172,0.04078,0.04215,0,0,1000.0,941.3,200
cpsc,LBBB,sph,away,0.1,lac,weighted,8000,7671,0.00287,23,0.9995,0.004,0.9896,0.0848,0.9995,0.0037,1.9845,0.1258,0.01816,0.01812,197,197,1000.0,975.9,200
cpsc,LBBB,chapman_ningbo,away,0.1,lac,weighted,7983,7983,0.01015,81,0.9168,0.0044,0.1614,0.0146,0.9245,0.0044,0.9192,0.0046,0.02202,0.02191,0,0,1000.0,989.4,200
cpsc,LBBB,georgia,away,0.1,lac,weighted,4115,4115,0.02187,90,0.8557,0.0102,0.2607,0.0211,0.869,0.0099,0.8575,0.0104,0.02739,0.02752,0,0,1000.0,994.6,200
cpsc,LBBB,cpsc,home,0.1,lac,weighted,4124,4124,0.0274,113,0.9135,0.0052,0.2762,0.0118,0.9315,0.0051,0.9171,0.0054,0.02539,0.02542,0,0,1000.0,998.3,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.1,aps,none,2000,2000,0.029,58,0.9002,0.0148,0.6381,0.0769,0.908,0.0142,0.931,0.0152,0.90578,0.90578,0,0,1000.0,1000.0,200
cpsc,LBBB,ptbxl,away,0.1,aps,none,8000,6937,0.027,216,0.9077,0.0105,0.8991,0.0181,0.9079,0.0106,0.9562,0.0132,0.90578,0.90578,0,0,1000.0,1000.0,200
cpsc,LBBB,sph,away,0.1,aps,none,8000,7671,0.00287,23,0.9084,0.0102,0.9483,0.0484,0.9082,0.0102,0.9112,0.0104,0.90578,0.90578,0,0,1000.0,1000.0,200
cpsc,LBBB,chapman_ningbo,away,0.1,aps,none,7983,7983,0.01015,81,0.9052,0.0103,0.7002,0.023,0.9073,0.0103,0.9285,0.0115,0.90578,0.90578,0,0,1000.0,1000.0,200
cpsc,LBBB,georgia,away,0.1,aps,none,4115,4115,0.02187,90,0.9081,0.0112,0.7861,0.0279,0.9108,0.0112,0.9505,0.0139,0.90578,0.90578,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc,home,0.1,aps,none,4124,4124,0.0274,113,0.9055,0.0103,0.7712,0.022,0.9093,0.0103,0.9296,0.0117,0.90578,0.90578,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.1,aps,mondrian,2000,2000,0.029,58,0.901,0.0139,0.9165,0.0742,0.9005,0.014,1.2979,0.1775,0.89849,0.99765,0,0,1000.0,1000.0,200
cpsc,LBBB,ptbxl,away,0.1,aps,mondrian,8000,6937,0.027,216,0.9029,0.0104,0.99,0.0052,0.9005,0.0107,1.3852,0.1698,0.89849,0.99765,0,0,1000.0,1000.0,200
cpsc,LBBB,sph,away,0.1,aps,mondrian,8000,7671,0.00287,23,0.9012,0.0103,1.0,0.0,0.9009,0.0104,1.1452,0.1759,0.89849,0.99765,0,0,1000.0,1000.0,200
cpsc,LBBB,chapman_ningbo,away,0.1,aps,mondrian,7983,7983,0.01015,81,0.9002,0.0103,0.9255,0.0462,0.8999,0.0104,1.268,0.1921,0.89849,0.99765,0,0,1000.0,1000.0,200
cpsc,LBBB,georgia,away,0.1,aps,mondrian,4115,4115,0.02187,90,0.9051,0.0109,0.9682,0.0175,0.9037,0.0111,1.3822,0.1731,0.89849,0.99765,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc,home,0.1,aps,mondrian,4124,4124,0.0274,113,0.9038,0.0102,0.9638,0.0226,0.9021,0.0104,1.2916,0.1787,0.89849,0.99765,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.1,aps,weighted,2000,2000,0.029,58,0.9011,0.015,0.639,0.0792,0.9089,0.0143,0.9321,0.0159,0.90678,0.90686,0,0,1000.0,994.0,200
cpsc,LBBB,ptbxl,away,0.1,aps,weighted,8000,6937,0.027,216,0.9193,0.0122,0.9097,0.0165,0.9195,0.0123,0.9722,0.0164,0.91745,0.91877,0,0,1000.0,941.3,200
cpsc,LBBB,sph,away,0.1,aps,weighted,8000,7671,0.00287,23,0.9985,0.0118,0.9991,0.0075,0.9985,0.0118,1.9836,0.1334,0.8988,0.89841,197,197,1000.0,975.9,200
cpsc,LBBB,chapman_ningbo,away,0.1,aps,weighted,7983,7983,0.01015,81,0.9011,0.0104,0.6964,0.0234,0.9032,0.0105,0.9237,0.0116,0.90173,0.90115,0,0,1000.0,989.4,200
cpsc,LBBB,georgia,away,0.1,aps,weighted,4115,4115,0.02187,90,0.9114,0.0114,0.7901,0.0285,0.9142,0.0113,0.9548,0.0142,0.90909,0.90945,0,0,1000.0,994.6,200
cpsc,LBBB,cpsc,home,0.1,aps,weighted,4124,4124,0.0274,113,0.9065,0.0102,0.7721,0.0221,0.9103,0.0103,0.9309,0.0118,0.90684,0.90694,0,0,1000.0,998.3,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.05,lac,none,2000,2000,0.029,58,0.9503,0.01,0.3927,0.0834,0.9671,0.0083,0.9607,0.0095,0.08279,0.08279,0,0,1000.0,1000.0,200
cpsc,LBBB,ptbxl,away,0.05,lac,none,8000,6937,0.027,216,0.9182,0.0084,0.6778,0.0232,0.9249,0.008,0.9235,0.0093,0.08279,0.08279,0,0,1000.0,1000.0,200
cpsc,LBBB,sph,away,0.05,lac,none,8000,7671,0.00287,23,0.9939,0.0014,0.7463,0.0812,0.9946,0.0012,0.9942,0.0014,0.08279,0.08279,0,0,1000.0,1000.0,200
cpsc,LBBB,chapman_ningbo,away,0.05,lac,none,7983,7983,0.01015,81,0.9622,0.0036,0.3148,0.0183,0.9689,0.0035,0.9671,0.0041,0.08279,0.08279,0,0,1000.0,1000.0,200
cpsc,LBBB,georgia,away,0.05,lac,none,4115,4115,0.02187,90,0.9267,0.0082,0.3916,0.0228,0.9387,0.0079,0.932,0.0088,0.08279,0.08279,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc,home,0.05,lac,none,4124,4124,0.0274,113,0.958,0.0049,0.4361,0.0384,0.9728,0.004,0.9657,0.0051,0.08279,0.08279,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.05,lac,mondrian,2000,2000,0.029,58,0.9513,0.01,0.9724,0.0428,0.9507,0.0103,1.629,0.2994,0.04805,0.99782,0,0,1000.0,1000.0,200
cpsc,LBBB,ptbxl,away,0.05,lac,mondrian,8000,6937,0.027,216,0.8989,0.0077,0.996,0.0046,0.8962,0.008,1.6322,0.2597,0.04805,0.99782,0,0,1000.0,1000.0,200
cpsc,LBBB,sph,away,0.05,lac,mondrian,8000,7671,0.00287,23,0.9901,0.0014,1.0,0.0,0.9901,0.0014,1.5787,0.3727,0.04805,0.99782,0,0,1000.0,1000.0,200
cpsc,LBBB,chapman_ningbo,away,0.05,lac,mondrian,7983,7983,0.01015,81,0.9564,0.004,0.9746,0.0369,0.9562,0.0041,1.6302,0.3397,0.04805,0.99782,0,0,1000.0,1000.0,200
cpsc,LBBB,georgia,away,0.05,lac,mondrian,4115,4115,0.02187,90,0.9116,0.0081,0.9892,0.0128,0.9099,0.0083,1.638,0.2635,0.04805,0.99782,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc,home,0.05,lac,mondrian,4124,4124,0.0274,113,0.9584,0.0049,0.9917,0.0102,0.9575,0.0051,1.6292,0.3046,0.04805,0.99782,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.05,lac,weighted,2000,2000,0.029,58,0.9517,0.0104,0.4055,0.0997,0.9681,0.0086,0.9624,0.0106,0.09129,0.09308,0,0,1000.0,994.0,200
cpsc,LBBB,ptbxl,away,0.05,lac,weighted,8000,6937,0.027,216,0.955,0.0144,0.8314,0.0697,0.9584,0.0129,0.9703,0.0231,0.26791,0.29372,0,0,1000.0,941.3,200
cpsc,LBBB,sph,away,0.05,lac,weighted,8000,7671,0.00287,23,0.9998,0.0015,0.9939,0.0497,0.9998,0.0013,1.9848,0.1233,0.04355,0.04227,197,197,1000.0,975.9,200
cpsc,LBBB,chapman_ningbo,away,0.05,lac,weighted,7983,7983,0.01015,81,0.9548,0.0035,0.2838,0.0184,0.9616,0.0034,0.9586,0.004,0.05892,0.05791,0,0,1000.0,989.4,200
cpsc,LBBB,georgia,away,0.05,lac,weighted,4115,4115,0.02187,90,0.9358,0.0086,0.4202,0.034,0.9473,0.0081,0.9419,0.0096,0.10488,0.10678,0,0,1000.0,994.6,200
cpsc,LBBB,cpsc,home,0.05,lac,weighted,4124,4124,0.0274,113,0.9596,0.0051,0.4519,0.0428,0.9739,0.0041,0.9673,0.0052,0.08809,0.08852,0,0,1000.0,998.3,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.05,aps,none,2000,2000,0.029,58,0.9497,0.0103,0.6979,0.0741,0.9573,0.0097,0.9949,0.0128,0.95521,0.95521,0,0,1000.0,1000.0,200
cpsc,LBBB,ptbxl,away,0.05,aps,none,8000,6937,0.027,216,0.9575,0.0072,0.9411,0.0125,0.958,0.0073,1.0319,0.0134,0.95521,0.95521,0,0,1000.0,1000.0,200
cpsc,LBBB,sph,away,0.05,aps,none,8000,7671,0.00287,23,0.9578,0.0068,0.9796,0.0308,0.9577,0.0068,0.9637,0.0077,0.95521,0.95521,0,0,1000.0,1000.0,200
cpsc,LBBB,chapman_ningbo,away,0.05,aps,none,7983,7983,0.01015,81,0.9549,0.0071,0.7429,0.0189,0.9571,0.0071,0.9893,0.0099,0.95521,0.95521,0,0,1000.0,1000.0,200
cpsc,LBBB,georgia,away,0.05,aps,none,4115,4115,0.02187,90,0.9573,0.0075,0.8464,0.0243,0.9598,0.0074,1.0239,0.0134,0.95521,0.95521,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc,home,0.05,aps,none,4124,4124,0.0274,113,0.9539,0.007,0.8137,0.0162,0.9578,0.007,0.992,0.0103,0.95521,0.95521,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.05,aps,mondrian,2000,2000,0.029,58,0.9509,0.0103,0.9716,0.041,0.9503,0.0104,1.6978,0.2159,0.9479,0.99947,0,0,1000.0,1000.0,200
cpsc,LBBB,ptbxl,away,0.05,aps,mondrian,8000,6937,0.027,216,0.9518,0.0072,0.9959,0.0041,0.9506,0.0074,1.7456,0.1839,0.9479,0.99947,0,0,1000.0,1000.0,200
cpsc,LBBB,sph,away,0.05,aps,mondrian,8000,7671,0.00287,23,0.9507,0.0072,1.0,0.0,0.9505,0.0072,1.6015,0.2705,0.9479,0.99947,0,0,1000.0,1000.0,200
cpsc,LBBB,chapman_ningbo,away,0.05,aps,mondrian,7983,7983,0.01015,81,0.95,0.0074,0.9794,0.0287,0.9497,0.0074,1.6981,0.2348,0.9479,0.99947,0,0,1000.0,1000.0,200
cpsc,LBBB,georgia,away,0.05,aps,mondrian,4115,4115,0.02187,90,0.9533,0.0076,0.9877,0.0133,0.9525,0.0078,1.7472,0.1866,0.9479,0.99947,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc,home,0.05,aps,mondrian,4124,4124,0.0274,113,0.9517,0.0075,0.9881,0.0153,0.9507,0.0076,1.6934,0.2165,0.9479,0.99947,0,0,1000.0,1000.0,200
cpsc,LBBB,cpsc-calibration-holdout,calibration holdout,0.05,aps,weighted,2000,2000,0.029,58,0.9507,0.0104,0.6988,0.0767,0.9583,0.0096,0.9966,0.0141,0.95605,0.95615,0,0,1000.0,994.0,200
cpsc,LBBB,ptbxl,away,0.05,aps,weighted,8000,6937,0.027,216,0.968,0.008,0.9517,0.0119,0.9685,0.0081,1.0576,0.0205,0.96561,0.96691,0,0,1000.0,941.3,200
cpsc,LBBB,sph,away,0.05,aps,weighted,8000,7671,0.00287,23,0.9993,0.0058,1.0,0.0,0.9993,0.0058,1.9844,0.127,0.94852,0.94807,197,197,1000.0,975.9,200
