source,label,corpus,role,correction,subgroup_kind,subgroup,n_positive,n_positive_patients,thin,coverage,sd_over_calibration_draws,bootstrap_lo,bootstrap_hi,bootstrap_width,chow_coverage,conformal_minus_chow
ptbxl,RBBB,ptbxl,home,mondrian,age,65-74,67,58,False,0.9027,0.0833,0.8445,0.9491,0.1046,0.8098,0.0929
ptbxl,RBBB,ptbxl,home,mondrian,age,>=75,89,76,False,0.8691,0.0654,0.8086,0.9255,0.117,0.7931,0.076
ptbxl,RBBB,sph,away,none,all,all,219,202,False,0.0212,0.007,0.0054,0.042,0.0366,0.0206,0.0006
ptbxl,RBBB,sph,away,none,sex,male,164,150,False,0.0195,0.0068,0.0011,0.0434,0.0423,0.019,0.0004
ptbxl,RBBB,sph,away,none,sex,female,55,52,False,0.0265,0.0108,0.0002,0.065,0.0648,0.0254,0.0011
ptbxl,RBBB,sph,away,none,age,<50,39,38,False,0.0514,0.0018,0.0,0.1316,0.1316,0.0514,0.0
ptbxl,RBBB,sph,away,none,age,50-64,64,59,False,0.0173,0.0082,0.0005,0.0514,0.0509,0.0169,0.0004
ptbxl,RBBB,sph,away,none,age,65-74,64,59,False,0.0084,0.0146,0.0005,0.0217,0.0212,0.007,0.0013
ptbxl,RBBB,sph,away,none,age,>=75,52,46,False,0.0192,0.0033,0.0,0.0606,0.0606,0.0188,0.0004
ptbxl,RBBB,sph,away,mondrian,all,all,219,202,False,0.7581,0.0924,0.7072,0.8056,0.0984,0.6537,0.1043
ptbxl,RBBB,sph,away,mondrian,sex,male,164,150,False,0.7639,0.0798,0.7059,0.8215,0.1156,0.6738,0.0902
ptbxl,RBBB,sph,away,mondrian,sex,female,55,52,False,0.7405,0.132,0.6472,0.8273,0.1801,0.594,0.1465
ptbxl,RBBB,sph,away,mondrian,age,<50,39,38,False,0.6581,0.0789,0.5195,0.7841,0.2646,0.5858,0.0723
ptbxl,RBBB,sph,away,mondrian,age,50-64,64,59,False,0.8194,0.066,0.7303,0.8976,0.1673,0.7408,0.0786
ptbxl,RBBB,sph,away,mondrian,age,65-74,64,59,False,0.7448,0.1054,0.644,0.8355,0.1916,0.6333,0.1116
ptbxl,RBBB,sph,away,mondrian,age,>=75,52,46,False,0.7738,0.1264,0.6755,0.8609,0.1854,0.6228,0.1511
ptbxl,RBBB,chapman_ningbo,away,none,all,all,329,329,False,0.0308,0.0163,0.0159,0.0473,0.0314,0.0278,0.0029
ptbxl,RBBB,chapman_ningbo,away,none,sex,male,235,235,False,0.0329,0.0206,0.0157,0.0527,0.037,0.0292,0.0037
ptbxl,RBBB,chapman_ningbo,away,none,sex,female,94,94,False,0.0254,0.0058,0.0003,0.0575,0.0572,0.0245,0.001
ptbxl,RBBB,chapman_ningbo,away,none,age,<50,32,32,False,0.0341,0.009,0.0,0.0994,0.0994,0.0334,0.0006
ptbxl,RBBB,chapman_ningbo,away,none,age,50-64,52,52,False,0.0242,0.0087,0.0,0.0727,0.0727,0.0228,0.0014
ptbxl,RBBB,chapman_ningbo,away,none,age,65-74,87,87,False,0.0249,0.0221,0.0055,0.0503,0.0449,0.0211,0.0038
ptbxl,RBBB,chapman_ningbo,away,none,age,>=75,158,158,False,0.0355,0.0188,0.0139,0.0595,0.0457,0.032,0.0034
ptbxl,RBBB,chapman_ningbo,away,mondrian,all,all,329,329,False,0.7638,0.0872,0.7246,0.8029,0.0783,0.6667,0.0971
ptbxl,RBBB,chapman_ningbo,away,mondrian,sex,male,235,235,False,0.7786,0.0743,0.7297,0.821,0.0913,0.6996,0.079
ptbxl,RBBB,chapman_ningbo,away,mondrian,sex,female,94,94,False,0.7269,0.1201,0.6524,0.7974,0.145,0.5847,0.1422
ptbxl,RBBB,chapman_ningbo,away,mondrian,age,<50,32,32,False,0.77,0.1105,0.6458,0.8842,0.2384,0.635,0.135
ptbxl,RBBB,chapman_ningbo,away,mondrian,age,50-64,52,52,False,0.6864,0.1394,0.5825,0.787,0.2046,0.5434,0.1431
ptbxl,RBBB,chapman_ningbo,away,mondrian,age,65-74,87,87,False,0.804,0.066,0.7275,0.8733,0.1458,0.73,0.074
ptbxl,RBBB,chapman_ningbo,away,mondrian,age,>=75,158,158,False,0.7659,0.0788,0.7077,0.8206,0.1129,0.679,0.087
ptbxl,RBBB,georgia,away,none,all,all,214,214,False,0.0297,0.0139,0.0117,0.0519,0.0402,0.0276,0.0022
ptbxl,RBBB,georgia,away,none,sex,male,141,141,False,0.0379,0.0195,0.0132,0.0682,0.0549,0.035,0.0029
ptbxl,RBBB,georgia,away,none,sex,female,73,73,False,0.014,0.0058,0.0,0.0406,0.0406,0.0132,0.0008
ptbxl,RBBB,georgia,away,none,age,<50,37,37,False,0.0105,0.0167,0.0001,0.0297,0.0296,0.0077,0.0028
ptbxl,RBBB,georgia,away,none,age,50-64,53,53,False,0.0269,0.0103,0.0,0.0726,0.0726,0.0258,0.0011
ptbxl,RBBB,georgia,away,none,age,65-74,57,57,False,0.0354,0.0187,0.0013,0.0803,0.079,0.0327,0.0026
ptbxl,RBBB,georgia,away,none,age,>=75,63,63,False,0.0402,0.0147,0.0039,0.0907,0.0868,0.0379,0.0024
ptbxl,RBBB,georgia,away,mondrian,all,all,214,214,False,0.632,0.1019,0.5754,0.6862,0.1108,0.5243,0.1077
ptbxl,RBBB,georgia,away,mondrian,sex,male,141,141,False,0.6476,0.0701,0.5762,0.7149,0.1387,0.5713,0.0763
ptbxl,RBBB,georgia,away,mondrian,sex,female,73,73,False,0.6018,0.1659,0.516,0.6925,0.1764,0.4335,0.1684
ptbxl,RBBB,georgia,away,mondrian,age,<50,37,37,False,0.5182,0.0882,0.3735,0.6681,0.2947,0.4388,0.0795
ptbxl,RBBB,georgia,away,mondrian,age,50-64,53,53,False,0.5108,0.1067,0.3961,0.631,0.2349,0.3996,0.1111
ptbxl,RBBB,georgia,away,mondrian,age,65-74,57,57,False,0.6472,0.1189,0.5438,0.7462,0.2024,0.528,0.1192
ptbxl,RBBB,georgia,away,mondrian,age,>=75,63,63,False,0.7806,0.0856,0.6886,0.8591,0.1705,0.6807,0.0999
ptbxl,RBBB,cpsc,away,none,all,all,774,774,False,0.023,0.0076,0.0139,0.0331,0.0192,0.0222,0.0009
ptbxl,RBBB,cpsc,away,none,sex,male,503,503,False,0.0198,0.0069,0.0098,0.031,0.0212,0.0188,0.001
ptbxl,RBBB,cpsc,away,none,sex,female,271,271,False,0.0291,0.01,0.0121,0.0483,0.0362,0.0284,0.0007
ptbxl,RBBB,cpsc,away,none,age,<50,153,153,False,0.0051,0.0032,0.0,0.0151,0.0151,0.0049,0.0002
ptbxl,RBBB,cpsc,away,none,age,50-64,192,192,False,0.0188,0.0082,0.0036,0.0382,0.0346,0.018,0.0008
ptbxl,RBBB,cpsc,away,none,age,65-74,200,200,False,0.0333,0.012,0.0139,0.0602,0.0462,0.0315,0.0018
ptbxl,RBBB,cpsc,away,none,age,>=75,228,228,False,0.0297,0.0085,0.0109,0.0509,0.04,0.0291,0.0006
ptbxl,RBBB,cpsc,away,mondrian,all,all,774,774,False,0.6042,0.0555,0.5719,0.6361,0.0642,0.5436,0.0606
ptbxl,RBBB,cpsc,away,mondrian,sex,male,503,503,False,0.5967,0.0514,0.5571,0.6361,0.0791,0.5404,0.0563
ptbxl,RBBB,cpsc,away,mondrian,sex,female,271,271,False,0.6182,0.0634,0.5658,0.6731,0.1073,0.5496,0.0686
ptbxl,RBBB,cpsc,away,mondrian,age,<50,153,153,False,0.3768,0.0441,0.3037,0.4482,0.1445,0.3297,0.0471
ptbxl,RBBB,cpsc,away,mondrian,age,50-64,192,192,False,0.5624,0.0654,0.4966,0.6263,0.1296,0.4964,0.0661
ptbxl,RBBB,cpsc,away,mondrian,age,65-74,200,200,False,0.6879,0.0508,0.6262,0.7423,0.1161,0.6318,0.0561
ptbxl,RBBB,cpsc,away,mondrian,age,>=75,228,228,False,0.7212,0.0617,0.6679,0.7747,0.1068,0.6519,0.0692
ptbxl,IAVB,ptbxl,home,none,all,all,385,340,False,0.0101,0.0143,0.0046,0.0169,0.0123,0.0081,0.002
ptbxl,IAVB,ptbxl,home,none,sex,male,213,189,False,0.0103,0.0151,0.0039,0.0178,0.0139,0.0083,0.002
ptbxl,IAVB,ptbxl,home,none,sex,female,172,151,False,0.0099,0.0138,0.0016,0.0221,0.0205,0.0079,0.002
ptbxl,IAVB,ptbxl,home,none,age,<50,26,25,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ptbxl,IAVB,ptbxl,home,none,age,50-64,70,60,False,0.0236,0.0287,0.0031,0.0534,0.0502,0.0195,0.0041
ptbxl,IAVB,ptbxl,home,none,age,65-74,109,98,False,0.0054,0.007,0.0,0.0144,0.0144,0.0044,0.001
ptbxl,IAVB,ptbxl,home,none,age,>=75,180,158,False,0.0091,0.0164,0.0032,0.0169,0.0137,0.0071,0.002
ptbxl,IAVB,ptbxl,home,mondrian,all,all,385,340,False,0.932,0.0203,0.906,0.9537,0.0477,0.9118,0.0203
ptbxl,IAVB,ptbxl,home,mondrian,sex,male,213,189,False,0.9372,0.0232,0.9037,0.9652,0.0615,0.9137,0.0235
ptbxl,IAVB,ptbxl,home,mondrian,sex,female,172,151,False,0.9256,0.0173,0.8888,0.961,0.0721,0.9094,0.0163
ptbxl,IAVB,ptbxl,home,mondrian,age,<50,26,25,False,0.8846,0.0486,0.7567,0.9944,0.2377,0.8431,0.0415
ptbxl,IAVB,ptbxl,home,mondrian,age,50-64,70,60,False,0.9209,0.026,0.8567,0.9718,0.1151,0.8963,0.0246
ptbxl,IAVB,ptbxl,home,mondrian,age,65-74,109,98,False,0.913,0.0262,0.8647,0.9594,0.0947,0.8906,0.0223
ptbxl,IAVB,ptbxl,home,mondrian,age,>=75,180,158,False,0.9548,0.0124,0.9243,0.9816,0.0573,0.9405,0.0143
ptbxl,IAVB,sph,away,none,all,all,67,67,False,0.0155,0.0172,0.0003,0.0369,0.0366,0.0136,0.0019
ptbxl,IAVB,sph,away,none,sex,male,49,49,False,0.0181,0.0184,0.0,0.0469,0.0469,0.0158,0.0022
ptbxl,IAVB,sph,away,none,sex,female,18,18,True,0.0086,0.0202,0.0,0.0258,0.0258,0.0075,0.0011
ptbxl,IAVB,sph,away,none,age,<50,10,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ptbxl,IAVB,sph,away,none,age,50-64,13,13,True,0.0542,0.0555,0.0,0.1508,0.1508,0.05,0.0042
ptbxl,IAVB,sph,away,none,age,65-74,19,19,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ptbxl,IAVB,sph,away,none,age,>=75,25,25,False,0.0134,0.0206,0.0,0.0386,0.0386,0.0104,0.003
ptbxl,IAVB,sph,away,mondrian,all,all,67,67,False,0.9784,0.0125,0.9453,0.999,0.0537,0.9639,0.0146
ptbxl,IAVB,sph,away,mondrian,sex,male,49,49,False,0.9935,0.0095,0.9804,1.0,0.0196,0.9849,0.0086
ptbxl,IAVB,sph,away,mondrian,sex,female,18,18,True,0.9375,0.0294,0.8242,1.0,0.1758,0.9067,0.0308
ptbxl,IAVB,sph,away,mondrian,age,<50,10,10,True,1.0,0.0,1.0,1.0,0.0,1.0,0.0
ptbxl,IAVB,sph,away,mondrian,age,50-64,13,13,True,0.9754,0.036,0.9262,1.0,0.0738,0.9454,0.03
ptbxl,IAVB,sph,away,mondrian,age,65-74,19,19,True,0.9963,0.0135,0.9889,1.0,0.0111,0.9792,0.0171
ptbxl,IAVB,sph,away,mondrian,age,>=75,25,25,False,0.9578,0.0115,0.8762,1.0,0.1238,0.9474,0.0104
ptbxl,IAVB,chapman_ningbo,away,none,all,all,229,229,False,0.0022,0.0026,0.0,0.0063,0.0063,0.0018,0.0004
ptbxl,IAVB,chapman_ningbo,away,none,sex,male,174,174,False,0.0029,0.0034,0.0,0.0085,0.0085,0.0024,0.0005
ptbxl,IAVB,chapman_ningbo,away,none,sex,female,55,55,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ptbxl,IAVB,chapman_ningbo,away,none,age,<50,17,17,True,0.0003,0.0042,0.0,0.0009,0.0009,0.0,0.0003
ptbxl,IAVB,chapman_ningbo,away,none,age,50-64,54,54,False,0.0007,0.0036,0.0,0.0022,0.0022,0.0006,0.0001
ptbxl,IAVB,chapman_ningbo,away,none,age,65-74,59,59,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ptbxl,IAVB,chapman_ningbo,away,none,age,>=75,99,99,False,0.0046,0.005,0.0,0.0138,0.0138,0.0038,0.0008
ptbxl,IAVB,chapman_ningbo,away,mondrian,all,all,229,229,False,0.8865,0.0253,0.8477,0.9233,0.0756,0.8619,0.0246
ptbxl,IAVB,chapman_ningbo,away,mondrian,sex,male,174,174,False,0.8862,0.0232,0.8402,0.927,0.0869,0.8645,0.0217
ptbxl,IAVB,chapman_ningbo,away,mondrian,sex,female,55,55,False,0.8873,0.034,0.8073,0.9598,0.1525,0.8534,0.0339
ptbxl,IAVB,chapman_ningbo,away,mondrian,age,<50,17,17,True,0.7526,0.0617,0.5394,0.9241,0.3847,0.7156,0.0371
ptbxl,IAVB,chapman_ningbo,away,mondrian,age,50-64,54,54,False,0.9474,0.0204,0.8905,0.9928,0.1023,0.9246,0.0228
ptbxl,IAVB,chapman_ningbo,away,mondrian,age,65-74,59,59,False,0.8297,0.0356,0.7357,0.9159,0.1802,0.7997,0.0299
ptbxl,IAVB,chapman_ningbo,away,mondrian,age,>=75,99,99,False,0.9101,0.0204,0.8539,0.9583,0.1044,0.8897,0.0203
ptbxl,IAVB,georgia,away,none,all,all,314,314,False,0.0118,0.0145,0.0052,0.0195,0.0143,0.0103,0.0015
ptbxl,IAVB,georgia,away,none,sex,male,211,211,False,0.0067,0.0098,0.0014,0.0137,0.0123,0.0057,0.001
ptbxl,IAVB,georgia,away,none,sex,female,103,103,False,0.0224,0.025,0.007,0.041,0.0339,0.0198,0.0026
ptbxl,IAVB,georgia,away,none,age,<50,26,26,False,0.001,0.006,0.0,0.0029,0.0029,0.0008,0.0002
ptbxl,IAVB,georgia,away,none,age,50-64,85,85,False,0.0099,0.0119,0.0006,0.0266,0.026,0.009,0.0009
ptbxl,IAVB,georgia,away,none,age,65-74,88,88,False,0.02,0.0248,0.0046,0.0398,0.0352,0.0176,0.0024
ptbxl,IAVB,georgia,away,none,age,>=75,114,114,False,0.0096,0.0119,0.0007,0.0222,0.0215,0.008,0.0016
ptbxl,IAVB,georgia,away,mondrian,all,all,314,314,False,0.9251,0.0212,0.8967,0.9501,0.0534,0.9058,0.0193
ptbxl,IAVB,georgia,away,mondrian,sex,male,211,211,False,0.9164,0.0233,0.8806,0.949,0.0684,0.8957,0.0207
ptbxl,IAVB,georgia,away,mondrian,sex,female,103,103,False,0.9428,0.0173,0.8993,0.9798,0.0805,0.9266,0.0162
ptbxl,IAVB,georgia,away,mondrian,age,<50,26,26,False,0.7575,0.0533,0.5969,0.9023,0.3054,0.7192,0.0383
ptbxl,IAVB,georgia,away,mondrian,age,50-64,85,85,False,0.9593,0.0131,0.9176,0.9938,0.0761,0.947,0.0123
ptbxl,IAVB,georgia,away,mondrian,age,65-74,88,88,False,0.9402,0.0136,0.8908,0.9815,0.0907,0.9318,0.0084
ptbxl,IAVB,georgia,away,mondrian,age,>=75,114,114,False,0.9255,0.0311,0.8816,0.9642,0.0826,0.8968,0.0287
ptbxl,IAVB,cpsc,away,none,all,all,334,334,False,0.004,0.0052,0.0007,0.0088,0.008,0.0033,0.0007
ptbxl,IAVB,cpsc,away,none,sex,male,225,225,False,0.0029,0.0028,0.0,0.0085,0.0085,0.0025,0.0004
ptbxl,IAVB,cpsc,away,none,sex,female,109,109,False,0.0061,0.0121,0.0004,0.0135,0.0131,0.0049,0.0012
ptbxl,IAVB,cpsc,away,none,age,<50,36,36,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ptbxl,IAVB,cpsc,away,none,age,50-64,81,81,False,0.0077,0.0065,0.0,0.0229,0.0229,0.0069,0.0009
ptbxl,IAVB,cpsc,away,none,age,65-74,96,96,False,0.007,0.0137,0.0004,0.0157,0.0153,0.0056,0.0014
ptbxl,IAVB,cpsc,away,none,age,>=75,121,121,False,0.0002,0.0016,0.0,0.0007,0.0007,0.0001,0.0002
ptbxl,IAVB,cpsc,away,mondrian,all,all,334,334,False,0.8826,0.0307,0.85,0.9129,0.0629,0.8528,0.0297
ptbxl,IAVB,cpsc,away,mondrian,sex,male,225,225,False,0.9029,0.0293,0.8662,0.9369,0.0707,0.873,0.0299
ptbxl,IAVB,cpsc,away,mondrian,sex,female,109,109,False,0.8406,0.0342,0.7715,0.9016,0.13,0.8112,0.0294
ptbxl,IAVB,cpsc,away,mondrian,age,<50,36,36,False,0.8244,0.0448,0.7064,0.9317,0.2253,0.7818,0.0426
ptbxl,IAVB,cpsc,away,mondrian,age,50-64,81,81,False,0.8671,0.0322,0.7938,0.9321,0.1384,0.8344,0.0327
ptbxl,IAVB,cpsc,away,mondrian,age,65-74,96,96,False,0.8879,0.0278,0.8248,0.9409,0.1161,0.8652,0.0227
ptbxl,IAVB,cpsc,away,mondrian,age,>=75,121,121,False,0.906,0.0302,0.8543,0.9483,0.0939,0.8765,0.0295
sph,AF,ptbxl,away,none,all,all,550,467,False,0.5418,0.0093,0.4956,0.5869,0.0913,0.5402,0.0016
sph,AF,ptbxl,away,none,sex,male,300,255,False,0.5099,0.0091,0.4482,0.5717,0.1236,0.5083,0.0016
sph,AF,ptbxl,away,none,sex,female,250,212,False,0.58,0.0098,0.5174,0.6456,0.1282,0.5784,0.0016
sph,AF,ptbxl,away,none,age,<50,25,24,False,0.5682,0.0162,0.3503,0.7587,0.4084,0.5668,0.0014
sph,AF,ptbxl,away,none,age,50-64,115,95,False,0.5436,0.0105,0.4355,0.6462,0.2108,0.5412,0.0024
sph,AF,ptbxl,away,none,age,65-74,155,125,False,0.5949,0.0089,0.5061,0.6862,0.1801,0.5936,0.0013
sph,AF,ptbxl,away,none,age,>=75,255,223,False,0.5061,0.0096,0.4405,0.5716,0.1312,0.5046,0.0015
sph,AF,ptbxl,away,mondrian,all,all,550,467,False,0.7652,0.1099,0.7305,0.7972,0.0667,0.6564,0.1088
sph,AF,ptbxl,away,mondrian,sex,male,300,255,False,0.7434,0.1144,0.6989,0.7852,0.0864,0.6281,0.1153
sph,AF,ptbxl,away,mondrian,sex,female,250,212,False,0.7913,0.1045,0.7471,0.8314,0.0843,0.6904,0.1009
sph,AF,ptbxl,away,mondrian,age,<50,25,24,False,0.7388,0.0735,0.571,0.8926,0.3216,0.6708,0.068
sph,AF,ptbxl,away,mondrian,age,50-64,115,95,False,0.7719,0.1205,0.7018,0.8385,0.1367,0.6562,0.1157
sph,AF,ptbxl,away,mondrian,age,65-74,155,125,False,0.808,0.0961,0.7488,0.8583,0.1095,0.7125,0.0955
sph,AF,ptbxl,away,mondrian,age,>=75,255,223,False,0.7387,0.1183,0.6887,0.7842,0.0955,0.621,0.1176
sph,AF,sph,home,none,all,all,216,199,False,0.8343,0.0138,0.785,0.8811,0.0961,0.8317,0.0026
sph,AF,sph,home,none,sex,male,135,124,False,0.8465,0.0139,0.7802,0.9059,0.1256,0.8431,0.0034
sph,AF,sph,home,none,sex,female,81,75,False,0.814,0.0149,0.7295,0.8912,0.1617,0.8128,0.0012
sph,AF,sph,home,none,age,<50,18,17,True,0.8333,0.0,0.6471,1.0,0.3529,0.8333,0.0
sph,AF,sph,home,none,age,50-64,67,63,False,0.891,0.0101,0.8031,0.9648,0.1616,0.8899,0.001
sph,AF,sph,home,none,age,65-74,72,63,False,0.8128,0.0158,0.7267,0.8943,0.1676,0.8098,0.003
sph,AF,sph,home,none,age,>=75,59,56,False,0.7965,0.0247,0.6944,0.8932,0.1988,0.7919,0.0046
sph,AF,sph,home,mondrian,all,all,216,199,False,0.9573,0.0432,0.9378,0.9736,0.0358,0.9145,0.0428
sph,AF,sph,home,mondrian,sex,male,135,124,False,0.9711,0.0385,0.9522,0.9863,0.0341,0.9341,0.037
sph,AF,sph,home,mondrian,sex,female,81,75,False,0.9343,0.0536,0.8937,0.9699,0.0762,0.8819,0.0523
sph,AF,sph,home,mondrian,age,<50,18,17,True,0.9628,0.0463,0.9014,1.0,0.0986,0.9139,0.0489
sph,AF,sph,home,mondrian,age,50-64,67,63,False,0.955,0.0337,0.9128,0.9882,0.0754,0.9249,0.0301
sph,AF,sph,home,mondrian,age,65-74,72,63,False,0.9559,0.0507,0.9232,0.9823,0.0591,0.9049,0.051
sph,AF,sph,home,mondrian,age,>=75,59,56,False,0.9599,0.0451,0.9248,0.9875,0.0627,0.9147,0.0452
sph,AF,chapman_ningbo,away,none,all,all,321,321,False,0.6621,0.0082,0.6116,0.7131,0.1015,0.6606,0.0015
sph,AF,chapman_ningbo,away,none,sex,male,191,191,False,0.6522,0.0091,0.5851,0.7208,0.1357,0.6506,0.0016
sph,AF,chapman_ningbo,away,none,sex,female,130,130,False,0.6767,0.008,0.5997,0.7552,0.1555,0.6753,0.0014
sph,AF,chapman_ningbo,away,none,age,<50,17,17,True,0.6506,0.014,0.4188,0.8824,0.4635,0.6485,0.0021
sph,AF,chapman_ningbo,away,none,age,50-64,52,52,False,0.8263,0.0086,0.7281,0.9223,0.1942,0.825,0.0013
sph,AF,chapman_ningbo,away,none,age,65-74,85,85,False,0.7266,0.0061,0.6293,0.8205,0.1911,0.7256,0.001
sph,AF,chapman_ningbo,away,none,age,>=75,167,167,False,0.5793,0.0103,0.507,0.6562,0.1492,0.5775,0.0018
sph,AF,chapman_ningbo,away,mondrian,all,all,321,321,False,0.8607,0.0849,0.831,0.8888,0.0578,0.7793,0.0814
sph,AF,chapman_ningbo,away,mondrian,sex,male,191,191,False,0.8634,0.094,0.8234,0.8974,0.074,0.7736,0.0898
sph,AF,chapman_ningbo,away,mondrian,sex,female,130,130,False,0.8567,0.0726,0.8039,0.9015,0.0976,0.7877,0.0691
sph,AF,chapman_ningbo,away,mondrian,age,<50,17,17,True,0.8479,0.1015,0.7062,0.9621,0.2559,0.7562,0.0918
sph,AF,chapman_ningbo,away,mondrian,age,50-64,52,52,False,0.9631,0.0534,0.9327,0.988,0.0553,0.9137,0.0493
sph,AF,chapman_ningbo,away,mondrian,age,65-74,85,85,False,0.9066,0.0718,0.8614,0.9495,0.0881,0.8353,0.0713
sph,AF,chapman_ningbo,away,mondrian,age,>=75,167,167,False,0.8067,0.1017,0.7583,0.8539,0.0956,0.7113,0.0954
sph,AF,georgia,away,none,all,all,215,215,False,0.4871,0.0089,0.4206,0.5556,0.135,0.4853,0.0018
sph,AF,georgia,away,none,sex,male,131,131,False,0.4724,0.0028,0.3893,0.5631,0.1737,0.4719,0.0004
sph,AF,georgia,away,none,sex,female,84,84,False,0.5101,0.0195,0.4056,0.6153,0.2097,0.5061,0.0039
sph,AF,georgia,away,none,age,<50,15,15,True,0.4667,0.0,0.2,0.7333,0.5333,0.4663,0.0003
sph,AF,georgia,away,none,age,50-64,48,48,False,0.6243,0.006,0.4785,0.7496,0.271,0.6236,0.0006
sph,AF,georgia,away,none,age,65-74,64,64,False,0.4515,0.0048,0.3388,0.5765,0.2377,0.4508,0.0007
sph,AF,georgia,away,none,age,>=75,88,88,False,0.4416,0.0178,0.3418,0.5426,0.2008,0.4382,0.0035
sph,AF,georgia,away,mondrian,all,all,215,215,False,0.7282,0.1278,0.6812,0.7743,0.0931,0.6036,0.1246
sph,AF,georgia,away,mondrian,sex,male,131,131,False,0.7142,0.1301,0.6526,0.7765,0.1239,0.5887,0.1255
sph,AF,georgia,away,mondrian,sex,female,84,84,False,0.7501,0.125,0.6721,0.8211,0.1491,0.6269,0.1232
sph,AF,georgia,away,mondrian,age,<50,15,15,True,0.71,0.1887,0.5458,0.8633,0.3175,0.5377,0.1723
sph,AF,georgia,away,mondrian,age,50-64,48,48,False,0.7715,0.0677,0.6582,0.8718,0.2136,0.7034,0.068
sph,AF,georgia,away,mondrian,age,65-74,64,64,False,0.7409,0.1425,0.6576,0.8221,0.1645,0.6054,0.1355
sph,AF,georgia,away,mondrian,age,>=75,88,88,False,0.6985,0.1438,0.6218,0.7728,0.151,0.5591,0.1394
sph,AF,cpsc,away,none,all,all,549,549,False,0.7331,0.0113,0.697,0.7702,0.0732,0.7307,0.0024
sph,AF,cpsc,away,none,sex,male,319,319,False,0.749,0.0127,0.7028,0.7944,0.0916,0.7464,0.0026
sph,AF,cpsc,away,none,sex,female,230,230,False,0.7111,0.0101,0.65,0.7675,0.1175,0.709,0.0021
sph,AF,cpsc,away,none,age,<50,31,31,False,0.7758,0.0101,0.6169,0.9056,0.2887,0.7748,0.001
sph,AF,cpsc,away,none,age,50-64,112,112,False,0.896,0.0089,0.8375,0.9469,0.1094,0.8949,0.0011
sph,AF,cpsc,away,none,age,65-74,130,130,False,0.7449,0.0102,0.6712,0.8175,0.1463,0.743,0.0019
sph,AF,cpsc,away,none,age,>=75,276,276,False,0.6566,0.0146,0.5973,0.7096,0.1123,0.6534,0.0033
sph,AF,cpsc,away,mondrian,all,all,549,549,False,0.8992,0.0638,0.8793,0.9177,0.0383,0.837,0.0622
sph,AF,cpsc,away,mondrian,sex,male,319,319,False,0.9165,0.0576,0.8918,0.9393,0.0474,0.8607,0.0558
sph,AF,cpsc,away,mondrian,sex,female,230,230,False,0.8753,0.0737,0.8411,0.9076,0.0665,0.8043,0.0711
sph,AF,cpsc,away,mondrian,age,<50,31,31,False,0.8944,0.0453,0.7998,0.9773,0.1774,0.8515,0.0429
sph,AF,cpsc,away,mondrian,age,50-64,112,112,False,0.9683,0.0266,0.9435,0.9888,0.0453,0.9413,0.0271
sph,AF,cpsc,away,mondrian,age,65-74,130,130,False,0.897,0.0532,0.8514,0.9379,0.0865,0.8455,0.0515
sph,AF,cpsc,away,mondrian,age,>=75,276,276,False,0.8728,0.0868,0.8421,0.9009,0.0588,0.7891,0.0837
sph,LBBB,ptbxl,away,none,all,all,216,180,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,ptbxl,away,none,sex,male,122,100,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,ptbxl,away,none,sex,female,94,80,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,ptbxl,away,none,age,<50,10,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,ptbxl,away,none,age,50-64,69,53,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,ptbxl,away,none,age,65-74,60,52,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,ptbxl,away,none,age,>=75,77,65,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,ptbxl,away,mondrian,all,all,216,180,False,0.9978,0.0099,0.9964,0.999,0.0026,0.8592,0.1386
sph,LBBB,ptbxl,away,mondrian,sex,male,122,100,False,0.9968,0.014,0.9944,0.9988,0.0044,0.837,0.1598
sph,LBBB,ptbxl,away,mondrian,sex,female,94,80,False,0.9991,0.0047,0.9977,0.9999,0.0022,0.888,0.1111
sph,LBBB,ptbxl,away,mondrian,age,<50,10,10,True,1.0,0.0,1.0,1.0,0.0,0.915,0.085
sph,LBBB,ptbxl,away,mondrian,age,50-64,69,53,False,0.9972,0.0124,0.9941,0.9995,0.0055,0.8819,0.1153
sph,LBBB,ptbxl,away,mondrian,age,65-74,60,52,False,0.996,0.0169,0.9921,0.999,0.007,0.788,0.208
sph,LBBB,ptbxl,away,mondrian,age,>=75,77,65,False,0.9995,0.0052,0.9989,0.9999,0.001,0.8871,0.1124
sph,LBBB,sph,home,none,all,all,23,21,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
