source,label,corpus,role,correction,subgroup_kind,subgroup,n_positive,n_positive_patients,thin,coverage,sd_over_calibration_draws,bootstrap_lo,bootstrap_hi,bootstrap_width,chow_coverage,conformal_minus_chow
chapman_ningbo,NSR,chapman_ningbo,home,mondrian,sex,female,807,807,False,0.9036,0.0254,0.8854,0.9217,0.0364,0.8926,0.011
chapman_ningbo,NSR,chapman_ningbo,home,mondrian,age,<50,574,574,False,0.8758,0.0256,0.85,0.9009,0.0509,0.8647,0.0111
chapman_ningbo,NSR,chapman_ningbo,home,mondrian,age,50-64,493,493,False,0.9113,0.0256,0.8865,0.9339,0.0474,0.9001,0.0112
chapman_ningbo,NSR,chapman_ningbo,home,mondrian,age,65-74,260,260,False,0.8851,0.0232,0.8495,0.919,0.0696,0.8755,0.0096
chapman_ningbo,NSR,chapman_ningbo,home,mondrian,age,>=75,153,153,False,0.7779,0.0436,0.7165,0.8378,0.1213,0.7613,0.0167
chapman_ningbo,NSR,georgia,away,none,all,all,715,715,False,0.7771,0.0151,0.7483,0.8054,0.0571,0.7738,0.0034
chapman_ningbo,NSR,georgia,away,none,sex,male,316,316,False,0.7775,0.0115,0.7334,0.8232,0.0898,0.775,0.0025
chapman_ningbo,NSR,georgia,away,none,sex,female,399,399,False,0.7769,0.0181,0.7371,0.8164,0.0793,0.7728,0.0041
chapman_ningbo,NSR,georgia,away,none,age,<50,271,271,False,0.757,0.015,0.7072,0.8035,0.0964,0.7539,0.0031
chapman_ningbo,NSR,georgia,away,none,age,50-64,244,244,False,0.7964,0.0147,0.748,0.8443,0.0963,0.793,0.0034
chapman_ningbo,NSR,georgia,away,none,age,65-74,133,133,False,0.8179,0.0158,0.7516,0.879,0.1274,0.8145,0.0034
chapman_ningbo,NSR,georgia,away,none,age,>=75,59,59,False,0.7055,0.0174,0.5871,0.8166,0.2294,0.7016,0.0039
chapman_ningbo,NSR,georgia,away,mondrian,all,all,715,715,False,0.892,0.0305,0.8708,0.9116,0.0408,0.8781,0.0138
chapman_ningbo,NSR,georgia,away,mondrian,sex,male,316,316,False,0.8766,0.0316,0.8419,0.9095,0.0675,0.8624,0.0143
chapman_ningbo,NSR,georgia,away,mondrian,sex,female,399,399,False,0.9041,0.0298,0.8787,0.9301,0.0514,0.8906,0.0135
chapman_ningbo,NSR,georgia,away,mondrian,age,<50,271,271,False,0.886,0.0342,0.8519,0.9185,0.0667,0.871,0.015
chapman_ningbo,NSR,georgia,away,mondrian,age,50-64,244,244,False,0.9044,0.0262,0.8681,0.9371,0.0689,0.8919,0.0124
chapman_ningbo,NSR,georgia,away,mondrian,age,65-74,133,133,False,0.9095,0.0266,0.8616,0.9524,0.0907,0.8983,0.0112
chapman_ningbo,NSR,georgia,away,mondrian,age,>=75,59,59,False,0.8327,0.0459,0.7427,0.9145,0.1718,0.8119,0.0208
chapman_ningbo,NSR,cpsc,away,none,all,all,361,361,False,0.815,0.0113,0.7757,0.8537,0.0779,0.8124,0.0026
chapman_ningbo,NSR,cpsc,away,none,sex,male,145,145,False,0.7214,0.0154,0.6493,0.7921,0.1428,0.7182,0.0033
chapman_ningbo,NSR,cpsc,away,none,sex,female,216,216,False,0.8778,0.0092,0.8349,0.92,0.0851,0.8756,0.0022
chapman_ningbo,NSR,cpsc,away,none,age,<50,233,233,False,0.8454,0.0122,0.7975,0.8881,0.0905,0.8425,0.0029
chapman_ningbo,NSR,cpsc,away,none,age,50-64,78,78,False,0.8021,0.009,0.714,0.883,0.1691,0.8001,0.002
chapman_ningbo,NSR,cpsc,away,none,age,65-74,35,35,False,0.7367,0.0128,0.5881,0.8796,0.2914,0.7356,0.0011
chapman_ningbo,NSR,cpsc,away,none,age,>=75,13,13,True,0.6846,0.0231,0.446,0.9154,0.4694,0.6781,0.0065
chapman_ningbo,NSR,cpsc,away,mondrian,all,all,361,361,False,0.8882,0.0164,0.8578,0.919,0.0612,0.881,0.0072
chapman_ningbo,NSR,cpsc,away,mondrian,sex,male,145,145,False,0.8006,0.0175,0.7383,0.8607,0.1223,0.7941,0.0064
chapman_ningbo,NSR,cpsc,away,mondrian,sex,female,216,216,False,0.9471,0.0171,0.9199,0.9717,0.0518,0.9394,0.0077
chapman_ningbo,NSR,cpsc,away,mondrian,age,<50,233,233,False,0.9192,0.0155,0.886,0.9512,0.0652,0.9123,0.007
chapman_ningbo,NSR,cpsc,away,mondrian,age,50-64,78,78,False,0.8597,0.0228,0.7836,0.9278,0.1442,0.8501,0.0096
chapman_ningbo,NSR,cpsc,away,mondrian,age,65-74,35,35,False,0.8157,0.0151,0.6866,0.9429,0.2563,0.8124,0.0033
chapman_ningbo,NSR,cpsc,away,mondrian,age,>=75,13,13,True,0.7581,0.0272,0.5273,0.9777,0.4504,0.75,0.0081
chapman_ningbo,AF,ptbxl,away,none,all,all,550,467,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,ptbxl,away,none,sex,male,300,255,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,ptbxl,away,none,sex,female,250,212,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,ptbxl,away,none,age,<50,25,24,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,ptbxl,away,none,age,50-64,115,95,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,ptbxl,away,none,age,65-74,155,125,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,ptbxl,away,none,age,>=75,255,223,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,ptbxl,away,mondrian,all,all,550,467,False,0.8362,0.0405,0.8025,0.8642,0.0617,0.8008,0.0354
chapman_ningbo,AF,ptbxl,away,mondrian,sex,male,300,255,False,0.8224,0.0472,0.7812,0.8604,0.0792,0.784,0.0384
chapman_ningbo,AF,ptbxl,away,mondrian,sex,female,250,212,False,0.8527,0.0331,0.8074,0.8962,0.0888,0.8209,0.0318
chapman_ningbo,AF,ptbxl,away,mondrian,age,<50,25,24,False,0.72,0.0,0.52,0.8846,0.3646,0.7194,0.0006
chapman_ningbo,AF,ptbxl,away,mondrian,age,50-64,115,95,False,0.8684,0.0486,0.8064,0.9221,0.1157,0.8239,0.0445
chapman_ningbo,AF,ptbxl,away,mondrian,age,65-74,155,125,False,0.8648,0.032,0.8057,0.9139,0.1082,0.8418,0.023
chapman_ningbo,AF,ptbxl,away,mondrian,age,>=75,255,223,False,0.8156,0.0474,0.7701,0.859,0.0889,0.7734,0.0422
chapman_ningbo,AF,sph,away,none,all,all,216,199,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,sph,away,none,sex,male,135,124,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,sph,away,none,sex,female,81,75,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,sph,away,none,age,<50,18,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,sph,away,none,age,50-64,67,63,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,sph,away,none,age,65-74,72,63,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,sph,away,none,age,>=75,59,56,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,sph,away,mondrian,all,all,216,199,False,0.9622,0.0157,0.9362,0.9836,0.0474,0.9482,0.014
chapman_ningbo,AF,sph,away,mondrian,sex,male,135,124,False,0.9547,0.0197,0.919,0.985,0.0661,0.9377,0.017
chapman_ningbo,AF,sph,away,mondrian,sex,female,81,75,False,0.9747,0.0104,0.9422,0.9986,0.0564,0.9657,0.009
chapman_ningbo,AF,sph,away,mondrian,age,<50,18,17,True,0.8433,0.0458,0.6495,1.0,0.3505,0.8097,0.0336
chapman_ningbo,AF,sph,away,mondrian,age,50-64,67,63,False,0.9669,0.028,0.933,0.9933,0.0603,0.9472,0.0197
chapman_ningbo,AF,sph,away,mondrian,age,65-74,72,63,False,0.9726,0.0099,0.9337,0.9994,0.0657,0.9617,0.0109
chapman_ningbo,AF,sph,away,mondrian,age,>=75,59,56,False,0.9805,0.0061,0.9466,1.0,0.0534,0.9753,0.0053
chapman_ningbo,AF,chapman_ningbo,home,none,all,all,321,321,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,chapman_ningbo,home,none,sex,male,191,191,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,chapman_ningbo,home,none,sex,female,130,130,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,chapman_ningbo,home,none,age,<50,17,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,chapman_ningbo,home,none,age,50-64,52,52,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,chapman_ningbo,home,none,age,65-74,85,85,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,chapman_ningbo,home,none,age,>=75,167,167,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,chapman_ningbo,home,mondrian,all,all,321,321,False,0.8967,0.0395,0.8659,0.9252,0.0594,0.8625,0.0343
chapman_ningbo,AF,chapman_ningbo,home,mondrian,sex,male,191,191,False,0.8864,0.0415,0.8455,0.9235,0.078,0.8497,0.0367
chapman_ningbo,AF,chapman_ningbo,home,mondrian,sex,female,130,130,False,0.9119,0.0372,0.8682,0.95,0.0818,0.8812,0.0307
chapman_ningbo,AF,chapman_ningbo,home,mondrian,age,<50,17,17,True,0.9394,0.0101,0.8218,1.0,0.1782,0.9344,0.005
chapman_ningbo,AF,chapman_ningbo,home,mondrian,age,50-64,52,52,False,0.9376,0.0324,0.878,0.9831,0.1051,0.9131,0.0245
chapman_ningbo,AF,chapman_ningbo,home,mondrian,age,65-74,85,85,False,0.8755,0.0593,0.8186,0.9312,0.1126,0.8232,0.0523
chapman_ningbo,AF,chapman_ningbo,home,mondrian,age,>=75,167,167,False,0.8905,0.0367,0.8502,0.9309,0.0807,0.8594,0.0311
chapman_ningbo,AF,georgia,away,none,all,all,215,215,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,georgia,away,none,sex,male,131,131,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,georgia,away,none,sex,female,84,84,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,georgia,away,none,age,<50,15,15,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,georgia,away,none,age,50-64,48,48,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,georgia,away,none,age,65-74,64,64,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,georgia,away,none,age,>=75,88,88,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,georgia,away,mondrian,all,all,215,215,False,0.7813,0.0424,0.7272,0.8319,0.1047,0.7429,0.0385
chapman_ningbo,AF,georgia,away,mondrian,sex,male,131,131,False,0.8133,0.0341,0.7475,0.8745,0.127,0.7817,0.0316
chapman_ningbo,AF,georgia,away,mondrian,sex,female,84,84,False,0.7315,0.0559,0.6366,0.8189,0.1823,0.6823,0.0492
chapman_ningbo,AF,georgia,away,mondrian,age,<50,15,15,True,0.7333,0.0,0.5333,0.9333,0.4,0.7333,-0.0
chapman_ningbo,AF,georgia,away,mondrian,age,50-64,48,48,False,0.7721,0.0483,0.6614,0.8803,0.2189,0.7266,0.0455
chapman_ningbo,AF,georgia,away,mondrian,age,65-74,64,64,False,0.7865,0.0451,0.6909,0.8781,0.1873,0.7483,0.0382
chapman_ningbo,AF,georgia,away,mondrian,age,>=75,88,88,False,0.7909,0.0461,0.7117,0.8669,0.1552,0.7494,0.0414
chapman_ningbo,AF,cpsc,away,none,all,all,549,549,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,cpsc,away,none,sex,male,319,319,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,cpsc,away,none,sex,female,230,230,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,cpsc,away,none,age,<50,31,31,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,cpsc,away,none,age,50-64,112,112,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,cpsc,away,none,age,65-74,130,130,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,cpsc,away,none,age,>=75,276,276,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,AF,cpsc,away,mondrian,all,all,549,549,False,0.8475,0.036,0.8187,0.874,0.0553,0.8143,0.0332
chapman_ningbo,AF,cpsc,away,mondrian,sex,male,319,319,False,0.8647,0.0341,0.83,0.8974,0.0674,0.8333,0.0314
chapman_ningbo,AF,cpsc,away,mondrian,sex,female,230,230,False,0.8237,0.0388,0.7756,0.8667,0.0912,0.7879,0.0358
chapman_ningbo,AF,cpsc,away,mondrian,age,<50,31,31,False,0.8368,0.011,0.7068,0.9658,0.259,0.8303,0.0065
chapman_ningbo,AF,cpsc,away,mondrian,age,50-64,112,112,False,0.9252,0.0341,0.8799,0.9621,0.0822,0.8986,0.0267
chapman_ningbo,AF,cpsc,away,mondrian,age,65-74,130,130,False,0.8273,0.0491,0.7657,0.884,0.1183,0.7812,0.0462
chapman_ningbo,AF,cpsc,away,mondrian,age,>=75,276,276,False,0.8267,0.0345,0.7841,0.8663,0.0823,0.7939,0.0328
chapman_ningbo,LBBB,ptbxl,away,none,all,all,216,180,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,ptbxl,away,none,sex,male,122,100,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,ptbxl,away,none,sex,female,94,80,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,ptbxl,away,none,age,<50,10,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,ptbxl,away,none,age,50-64,69,53,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,ptbxl,away,none,age,65-74,60,52,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,ptbxl,away,none,age,>=75,77,65,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,ptbxl,away,mondrian,all,all,216,180,False,0.9914,0.0355,0.988,0.9944,0.0064,0.8264,0.165
chapman_ningbo,LBBB,ptbxl,away,mondrian,sex,male,122,100,False,0.9915,0.031,0.9859,0.9955,0.0096,0.8398,0.1516
chapman_ningbo,LBBB,ptbxl,away,mondrian,sex,female,94,80,False,0.9913,0.0418,0.9868,0.9948,0.008,0.809,0.1822
chapman_ningbo,LBBB,ptbxl,away,mondrian,age,<50,10,10,True,0.994,0.0342,0.985,1.0,0.015,0.814,0.18
chapman_ningbo,LBBB,ptbxl,away,mondrian,age,50-64,69,53,False,0.9925,0.0325,0.9865,0.9965,0.01,0.842,0.1504
chapman_ningbo,LBBB,ptbxl,away,mondrian,age,65-74,60,52,False,0.9883,0.0426,0.9795,0.9947,0.0152,0.792,0.1963
chapman_ningbo,LBBB,ptbxl,away,mondrian,age,>=75,77,65,False,0.9925,0.0333,0.9869,0.9964,0.0095,0.8409,0.1516
chapman_ningbo,LBBB,sph,away,none,all,all,23,21,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,sph,away,none,sex,male,10,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,sph,away,none,sex,female,13,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,sph,away,none,age,<50,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,sph,away,none,age,50-64,7,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,sph,away,none,age,65-74,6,6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,sph,away,none,age,>=75,9,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,sph,away,mondrian,all,all,23,21,True,0.9935,0.0372,0.9875,0.9986,0.0111,0.8098,0.1837
chapman_ningbo,LBBB,sph,away,mondrian,sex,male,10,9,True,1.0,0.0,1.0,1.0,0.0,0.9415,0.0585
chapman_ningbo,LBBB,sph,away,mondrian,sex,female,13,12,True,0.9885,0.0658,0.98,0.9975,0.0175,0.7085,0.28
chapman_ningbo,LBBB,sph,away,mondrian,age,<50,1,1,True,1.0,0.0,1.0,1.0,0.0,0.82,0.18
chapman_ningbo,LBBB,sph,away,mondrian,age,50-64,7,7,True,0.9871,0.0733,0.9743,0.9957,0.0214,0.705,0.2821
chapman_ningbo,LBBB,sph,away,mondrian,age,65-74,6,6,True,1.0,0.0,1.0,1.0,0.0,0.9608,0.0392
chapman_ningbo,LBBB,sph,away,mondrian,age,>=75,9,7,True,0.9933,0.038,0.982,1.0,0.018,0.7894,0.2039
chapman_ningbo,LBBB,chapman_ningbo,home,none,all,all,81,81,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,chapman_ningbo,home,none,sex,male,46,46,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,chapman_ningbo,home,none,sex,female,35,35,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,chapman_ningbo,home,none,age,<50,7,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,chapman_ningbo,home,none,age,50-64,12,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,chapman_ningbo,home,none,age,65-74,18,18,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,chapman_ningbo,home,none,age,>=75,44,44,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,chapman_ningbo,home,mondrian,all,all,81,81,False,0.9777,0.0617,0.9663,0.9877,0.0214,0.7584,0.2193
chapman_ningbo,LBBB,chapman_ningbo,home,mondrian,sex,male,46,46,False,0.9759,0.0657,0.96,0.9889,0.0289,0.7386,0.2373
chapman_ningbo,LBBB,chapman_ningbo,home,mondrian,sex,female,35,35,False,0.98,0.0565,0.964,0.9926,0.0286,0.7844,0.1956
chapman_ningbo,LBBB,chapman_ningbo,home,mondrian,age,<50,7,7,True,0.9729,0.0662,0.9271,1.0,0.0729,0.7621,0.2107
chapman_ningbo,LBBB,chapman_ningbo,home,mondrian,age,50-64,12,12,True,0.9675,0.0809,0.9308,0.9958,0.065,0.6996,0.2679
chapman_ningbo,LBBB,chapman_ningbo,home,mondrian,age,65-74,18,18,True,0.9861,0.0412,0.9667,0.9983,0.0317,0.8625,0.1236
chapman_ningbo,LBBB,chapman_ningbo,home,mondrian,age,>=75,44,44,False,0.9777,0.0652,0.9636,0.9898,0.0261,0.7312,0.2465
chapman_ningbo,LBBB,georgia,away,none,all,all,90,90,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,georgia,away,none,sex,male,38,38,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,georgia,away,none,sex,female,52,52,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,georgia,away,none,age,<50,3,3,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,georgia,away,none,age,50-64,31,31,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,georgia,away,none,age,65-74,24,24,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,georgia,away,none,age,>=75,32,32,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,georgia,away,mondrian,all,all,90,90,False,0.9751,0.0682,0.9649,0.9846,0.0197,0.7114,0.2637
chapman_ningbo,LBBB,georgia,away,mondrian,sex,male,38,38,False,0.9689,0.0775,0.9503,0.985,0.0347,0.7013,0.2676
chapman_ningbo,LBBB,georgia,away,mondrian,sex,female,52,52,False,0.9796,0.063,0.9669,0.99,0.0231,0.7188,0.2608
chapman_ningbo,LBBB,georgia,away,mondrian,age,<50,3,3,True,0.99,0.057,0.97,1.0,0.03,0.705,0.285
chapman_ningbo,LBBB,georgia,away,mondrian,age,50-64,31,31,False,0.9684,0.0787,0.9474,0.9868,0.0394,0.6876,0.2808
chapman_ningbo,LBBB,georgia,away,mondrian,age,65-74,24,24,True,0.9725,0.0743,0.95,0.99,0.04,0.7027,0.2698
chapman_ningbo,LBBB,georgia,away,mondrian,age,>=75,32,32,False,0.9822,0.0578,0.9675,0.9941,0.0266,0.7417,0.2405
chapman_ningbo,LBBB,cpsc,away,none,all,all,113,113,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,cpsc,away,none,sex,male,61,61,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,cpsc,away,none,sex,female,52,52,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,cpsc,away,none,age,<50,4,4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,cpsc,away,none,age,50-64,19,19,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,cpsc,away,none,age,65-74,35,35,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,cpsc,away,none,age,>=75,55,55,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,LBBB,cpsc,away,mondrian,all,all,113,113,False,0.9673,0.0779,0.9552,0.9785,0.0233,0.6811,0.2862
chapman_ningbo,LBBB,cpsc,away,mondrian,sex,male,61,61,False,0.9628,0.0792,0.9434,0.9807,0.0372,0.6961,0.2667
chapman_ningbo,LBBB,cpsc,away,mondrian,sex,female,52,52,False,0.9725,0.0789,0.9575,0.9846,0.0271,0.6636,0.3089
chapman_ningbo,LBBB,cpsc,away,mondrian,age,<50,4,4,True,0.985,0.0855,0.97,1.0,0.03,0.745,0.24
chapman_ningbo,LBBB,cpsc,away,mondrian,age,50-64,19,19,True,0.9516,0.0995,0.9068,0.9858,0.079,0.5795,0.3721
chapman_ningbo,LBBB,cpsc,away,mondrian,age,65-74,35,35,False,0.9831,0.0423,0.9671,0.996,0.0289,0.8207,0.1624
chapman_ningbo,LBBB,cpsc,away,mondrian,age,>=75,55,55,False,0.9613,0.0956,0.9458,0.9773,0.0315,0.6227,0.3385
chapman_ningbo,RBBB,ptbxl,away,none,all,all,208,178,False,0.002,0.0026,0.0,0.006,0.006,0.0014,0.0005
chapman_ningbo,RBBB,ptbxl,away,none,sex,male,144,127,False,0.0027,0.0034,0.0,0.0083,0.0083,0.002,0.0006
chapman_ningbo,RBBB,ptbxl,away,none,sex,female,64,51,False,0.0004,0.0024,0.0,0.0013,0.0013,0.0001,0.0003
chapman_ningbo,RBBB,ptbxl,away,none,age,<50,10,7,True,0.0385,0.0488,0.0,0.1444,0.1444,0.0295,0.009
chapman_ningbo,RBBB,ptbxl,away,none,age,50-64,42,37,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,RBBB,ptbxl,away,none,age,65-74,67,58,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,RBBB,ptbxl,away,none,age,>=75,89,76,False,0.0003,0.0018,0.0,0.0009,0.0009,0.0001,0.0002
chapman_ningbo,RBBB,ptbxl,away,mondrian,all,all,208,178,False,0.9613,0.0172,0.9373,0.9824,0.0451,0.9422,0.0191
chapman_ningbo,RBBB,ptbxl,away,mondrian,sex,male,144,127,False,0.9528,0.0186,0.9216,0.9813,0.0597,0.9332,0.0197
chapman_ningbo,RBBB,ptbxl,away,mondrian,sex,female,64,51,False,0.9802,0.0157,0.9484,0.999,0.0506,0.9624,0.0178
chapman_ningbo,RBBB,ptbxl,away,mondrian,age,<50,10,7,True,1.0,0.0,1.0,1.0,0.0,0.9995,0.0005
chapman_ningbo,RBBB,ptbxl,away,mondrian,age,50-64,42,37,False,0.9877,0.0143,0.9632,1.0,0.0368,0.976,0.0118
chapman_ningbo,RBBB,ptbxl,away,mondrian,age,65-74,67,58,False,0.9528,0.0114,0.8928,0.9968,0.104,0.9436,0.0093
chapman_ningbo,RBBB,ptbxl,away,mondrian,age,>=75,89,76,False,0.9508,0.0289,0.9095,0.9841,0.0746,0.9187,0.0321
chapman_ningbo,RBBB,sph,away,none,all,all,219,202,False,0.0047,0.0009,0.0,0.0141,0.0141,0.0046,0.0001
chapman_ningbo,RBBB,sph,away,none,sex,male,164,150,False,0.0002,0.001,0.0,0.0005,0.0005,0.0,0.0001
chapman_ningbo,RBBB,sph,away,none,sex,female,55,52,False,0.0183,0.0013,0.0,0.0556,0.0556,0.0182,0.0001
chapman_ningbo,RBBB,sph,away,none,age,<50,39,38,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,RBBB,sph,away,none,age,50-64,64,59,False,0.0156,0.0,0.0,0.0492,0.0492,0.0156,0.0
chapman_ningbo,RBBB,sph,away,none,age,65-74,64,59,False,0.0005,0.0031,0.0,0.0013,0.0013,0.0001,0.0004
chapman_ningbo,RBBB,sph,away,none,age,>=75,52,46,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,RBBB,sph,away,mondrian,all,all,219,202,False,0.8993,0.0124,0.8561,0.9383,0.0822,0.8872,0.0121
chapman_ningbo,RBBB,sph,away,mondrian,sex,male,164,150,False,0.8841,0.0157,0.8326,0.9308,0.0981,0.8685,0.0155
chapman_ningbo,RBBB,sph,away,mondrian,sex,female,55,52,False,0.9448,0.0038,0.8848,0.9993,0.1145,0.9427,0.0021
chapman_ningbo,RBBB,sph,away,mondrian,age,<50,39,38,False,0.7808,0.0263,0.6472,0.8961,0.2489,0.7563,0.0245
chapman_ningbo,RBBB,sph,away,mondrian,age,50-64,64,59,False,0.9102,0.0137,0.8359,0.9697,0.1338,0.8978,0.0124
chapman_ningbo,RBBB,sph,away,mondrian,age,65-74,64,59,False,0.8946,0.0149,0.8045,0.9683,0.1638,0.8819,0.0127
chapman_ningbo,RBBB,sph,away,mondrian,age,>=75,52,46,False,0.9806,0.0019,0.9396,1.0,0.0604,0.9787,0.0018
chapman_ningbo,RBBB,chapman_ningbo,home,none,all,all,329,329,False,0.0123,0.0014,0.0029,0.0245,0.0216,0.012,0.0003
chapman_ningbo,RBBB,chapman_ningbo,home,none,sex,male,235,235,False,0.0085,0.0,0.0,0.0213,0.0213,0.0085,-0.0
chapman_ningbo,RBBB,chapman_ningbo,home,none,sex,female,94,94,False,0.0218,0.0049,0.0004,0.0532,0.0529,0.0206,0.0012
chapman_ningbo,RBBB,chapman_ningbo,home,none,age,<50,32,32,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,RBBB,chapman_ningbo,home,none,age,50-64,52,52,False,0.0192,0.0,0.0,0.0577,0.0577,0.0192,-0.0
chapman_ningbo,RBBB,chapman_ningbo,home,none,age,65-74,87,87,False,0.0115,0.0,0.0,0.0345,0.0345,0.0115,0.0
